CWLC,CAN,BC,Lucy Island Lightstation,,,26,54.3585,-130.7289,7,1
CWLE,CAN,SK,Lucky Lake,,,665,50.95,-107.15,7,1
CWLI,CAN,NT,Liverpool Bay,,,102,69.6042,-130.9106,7,1
CWLM,CAN,BC,Victoria,Gonzales Heights,,69.8,48.41333333,-123.3252778,7,1
CWLO,CAN,MB,Shilo,,,375,49.7828,-99.6431,7,1
CWLP,CAN,BC,Herbert Island,,,17,50.94,-127.6472,7,1
CWLS,CAN,ON,Mount Forest,,,415,43.9833,-80.75,7,1
CWLU,CAN,QC,Lauzon,,,20,46.8319,-71.1586,7,1
CWLX,CAN,NU,Longstaff Bluff,Weather Station,,161,68.8986,-75.1408,7,1
CWLY,CAN,BC,Lytton,,,225,50.2244,-121.5819,7,1
CWME,CAN,BC,Cathedral Point,,,31,52.1872,-127.4697,7,1
CWMI,CAN,NB,Miscou Island,,,4,48.0089,-64.4942,7,1
CWMM,CAN,BC,Pitt Meadows,Campbell Scientific,,5,49.2083,-122.6902,7,1
CWMQ,CAN,SK,Maple Creek,,,767,49.9025,-109.4661,7,1
CWMS,CAN,BC,Mcinnes Island,,,26,52.2617,-128.7194,7,1
CWMT,CAN,NT,Lac La Martre,,,271,63.1336,-117.2447,8,1
CWMZ,CAN,ON,Western Island,,,191,45.0333,-80.3667,7,1
CWNB,CAN,ON,Southeast Shoal,,,195,41.8333,-82.4667,7,1
CWNC,CAN,ON,Cobourg,,,78,43.95,-78.1667,7,1
CWND,CAN,NT,Pelly Island,,,17,69.6325,-135.4439,8,1
CWNE,CAN,PE,North Point,,,8,47.0581,-63.9986,7,1
CWNJ,CAN,BC,Green Island,,,12,54.5686,-130.7083,7,1
CWNK,CAN,MB,Carman,U of M CS,,268,49.4981,-98.0298,7,1
CWNL,CAN,ON,Great Duck Island,,,183,45.6333,-82.9667,7,1
CWNM,CAN,BC,Nelson,,,535,49.4914,-117.3053,7,1
CWNP,CAN,BC,Nakusp,,,512,50.2664,-117.8128,7,1
CWNQ,CAN,QC,Nicolet,,,8,46.2258,-72.6572,7,1
CWNX,CAN,BC,Nechako River,,,715,53.6833,-124.8333,7,1
CWNZ,CAN,ON,Nagagami,,,264,49.7468,-84.1637,7,1
CWOB,CAN,NU,Brevoort Island,,,376,63.3397,-64.1458,7,1
CWOC,CAN,QC,New Carlisle,,,46,48.0119,-65.3317,7,1
CWOD,CAN,QC,Normandin,,,137,48.8417,-72.5469,7,1
CWOE,CAN,AB,Onefour,,,935,49.1167,-110.4667,7,1
CWOU,CAN,AB,Primrose Lake,,,606,54.7889,-110.0597,7,1
CWOY,CAN,SK,Wynward,,,560,51.7667,-104.2,7,1
CWPB,CAN,ON,Beausoleil,,,183,44.85,-79.8667,7,1
CWPC,CAN,ON,Port Colborne,,,184,42.8667,-79.25,7,1
CWPD,CAN,QC,L'Etape,,,791,47.5622,-71.2289,7,1
CWPE,CAN,NB,Point Lepreau,,,6,45.0731,-66.4492,7,1
CWPF,CAN,BC,Victoria,Esquimalt Harbour,,3,48.4333,-123.4333,7,1
CWPI,CAN,BC,Pine Island,,,15,50.9758,-127.7281,7,1
CWPJ,CAN,NB,Point Escuminac,,,4,47.0667,-64.8,7,1
CWPO,CAN,MB,Pilot Mound,,,470,49.191,-98.9049,7,1
CWPQ,CAN,QC,Montreal-Est,,,50,45.6347,-73.5531,7,1
CWPS,CAN,ON,Long Point,,,175,42.5667,-80.05,7,1
CWPU,CAN,BC,Puntzi Mountain,,,910,52.1144,-124.1356,7,1
CWPX,CAN,NU,Cape Peel West,,,165,69.0358,-107.8231,7,1
CWPZ,CAN,BC,Burns Lake,Town,,704,54.2333,-125.7667,7,1
CWQA,CAN,AB,Turtle Mountain,,,2164,49.5833,-114.4167,8,1
CWQH,CAN,QC,Lennoxville,,,181,45.3689,-71.8236,7,1
CWQK,CAN,BC,Race Rocks,Campbell Scientific,,3,48.2984,-123.5316,7,1
CWQO,CAN,QC,Ile Bicquette,,,7,48.4156,-68.8928,7,1
CWQP,CAN,ON,Point Petre,,,79,43.8333,-77.15,7,1
CWQR,CAN,QC,Ile Aux Perroquets,,,9,50.2208,-64.2072,7,1
CWQS,CAN,BC,Kindakun Rocks,,,14,53.3156,-132.7719,7,1
CWQV,CAN,QC,Pointe Claveau,,,4,48.2603,-70.1144,7,1
CWQY,CAN,NT,Hanbury River,,,317,63.6,-105.1333,8,1
CWRA,CAN,NF,Cape Race,,,27,46.66,-53.0764,7,1
CWRC,CAN,QC,Barrage Angliers,,,267,47.5519,-79.2358,7,1
CWRE,CAN,MB,Arnes,,,221,50.8,-96.95,8,1
CWRF,CAN,NU,Kugaaruk,Cam Four,,328,68.4369,-89.7258,7,1
CWRH,CAN,NU,Resolution Island,Weather,,369,61.6,-64.6333,7,1
CWRJ,CAN,SK,Rosetown East,,,586,51.5667,-107.9167,7,1
CWRK,CAN,ON,Bancroft,,,331,45.0714,-77.8789,7,1
CWRM,CAN,AB,Rocky Mountain House,,,988,52.4214,-114.9122,7,1
CWRN,CAN,NS,Hart Island,,,8,45.35,-60.9833,7,1
CWRO,CAN,BC,Rose Spit,,,7,54.1591,-131.6613,7,1
CWRT,CAN,AB,Crowsnest,,,1303,49.6275,-114.482,7,1
CWRU,CAN,BC,Solander Island,,,99,50.1117,-127.9405,7,1
CWRW,CAN,NS,Fourchu Head,,,10,45.7167,-60.2333,7,1
CWRX,CAN,NU,Rowley Island,,,41,69.0833,-79.0333,7,1
CWRY,CAN,AB,Milk River,,,1050,49.1333,-112.05,7,1
CWRZ,CAN,QC,Cap D'Espoir,,,15,48.4194,-64.3169,7,1
CWSA,CAN,NS,Sable Island,,,5,43.9322,-60.0094,5,1
CWSD,CAN,PE,Summerside,,,12.2,46.4411,-63.8381,7,1
CWSF,CAN,QC,Cap Madeleine,,,29,49.2508,-65.3247,7,1
CWSG,CAN,QC,Cap Chat,,,35,49.0833,-66.7333,7,1
CWSK,CAN,BC,Squamish,Airport,,52,49.7833,-123.1611,7,1
CWSL,CAN,BC,Salmon Arm,,,351,50.7031,-119.2906,7,1
CWSP,CAN,BC,Sheringham Point,,,22,48.3768,-123.921,7,1
CWSR,CAN,SK,Spiritwood West,,,584,53.3667,-107.55,7,1
CWSS,CAN,NB,St Stephen,,,26,45.2167,-67.25,7,1
CWST,CAN,QC,La Pocatiere,,,31,47.35583333,-70.03194444,7,1
CWSV,CAN,BC,Blue River,,,683,52.129,-119.2895,7,1
CWSW,CAN,BC,Sparwood,,,1138,49.7453,-114.8828,7,1
CWSZ,CAN,MB,Fisher Branch,,,253,51.0834,-97.5545,7,1
CWTA,CAN,QC,Mctavish,,,73,45.505,-73.5792,7,1
CWTB,CAN,QC,Border,,,479,55.3333,-63.2167,7,1
CWTD,CAN,NU,Robertson Lake,,,244,65.0997,-102.4294,8,1
CWTG,CAN,QC,Pointe Des Monts,,,6,49.3167,-67.3811,7,1
CWTH,CAN,BC,Tetsa River,,,793,58.6525,-124.2319,7,1
CWTI,CAN,BC,Triple Island,,,21,54.2947,-130.8803,7,1
CWTN,CAN,QC,Cap-Tourmente,,,6,47.0786,-70.7808,7,1
CWTQ,CAN,QC,Montreal,Pierre Elliott Trudeau Intl Airport,YUL,32,45.4678,-73.7417,2,1
CWTT,CAN,QC,Lac Memphremagog,,,209,45.2667,-72.1667,7,1
CWTU,CAN,NF,Tukialik Bay,,,683,54.7158,-58.3578,7,1
CWTY,CAN,QC,Trois Rivieres,,,6,46.3536,-72.5161,7,1
CWUK,CAN,ON,Chapais,,,381,49.8225,-74.9753,8,1
CWUM,CAN,YT,Faro,Airport/AUTO,,717,62.2075,-133.3758,7,1
CWUP,CAN,NU,Cape Hooper,,,390,68.4725,-66.8153,7,1
CWUS,CAN,BC,Summerland,,,454,49.5637,-119.6384,7,1
CWUW,CAN,NU,Dewar Lakes,DEW Site,,527,68.65,-71.2333,7,1
CWUX,CAN,QC,La Baie,,,151,48.2981,-70.9195,7,1
CWVA,CAN,NF,Bonavista,,,26,48.6672,-53.1142,7,1
CWVB,CAN,BC,Bonilla Island,,,16,53.4928,-130.6378,7,1
CWVD,CAN,NU,Fox Five,DEW Site,,584,67.5356,-63.7889,8,1
CWVF,CAN,BC,Sand Heads Lightstation,,,15,49.1059,-123.3034,7,1
CWVH,CAN,NT,Storm Hills,,,261,68.9108,-133.9417,7,1
CWVI,CAN,AB,Vegreville,,,639,53.5053,-112.0978,7,1
CWVN,CAN,SK,Val Marie Southeast,,,796,49.0583,-107.5858,7,1
CWVP,CAN,SK,Cypress Hills Park,,,1271,49.6406,-109.5144,6,1
CWVQ,CAN,QC,Ste-Anne-de-Bellevue,,,39,45.4272,-73.9292,7,1
CWVU,CAN,NS,Brier Island,,,16,44.2858,-66.3467,7,1
CWVV,CAN,BC,Victoria,Hartland,,154,48.5338,-123.4591,7,1
CWVW,CAN,NF,Grates Cove,,,46,48.1719,-52.9392,8,1
CWVZ,CAN,QC,Ile Charron,,,12,45.5839,-73.4917,7,1
CWWA,CAN,BC,West Vancouver Campbell Scient,,,168,49.347,-123.1932,7,1
CWWB,CAN,ON,Burlington Piers,,,77,43.3,-79.8,7,1
CWWE,CAN,NS,Western Head,,,9,43.9833,-64.6667,7,1
CWWF,CAN,SK,Weyburn,,,589,49.7,-103.8,7,1
CWWK,CAN,BC,White Rock,Campbell Scientific,,13,49.0181,-122.7839,7,1
CWWL,CAN,BC,Bonilla Island,,,15,53.5,-130.6333,7,1
CWWQ,CAN,BC,Muncho Lake,,,837,58.93,-125.7667,7,1
CWWS,CAN,MB,George Island,,,223,52.8186,-97.6164,7,1
CWWU,CAN,NF,Long Pond,,,13,47.5158,-52.9803,8,1
CWWX,CAN,ON,Cove Island,,,181,45.3333,-81.7333,7,1
CWWZ,CAN,ON,Port Weller,,,79,43.2333,-79.2167,7,1
CWXA,CAN,AB,Bow Valley,,,1298,51.0833,-115.0667,7,1
CWXC,CAN,QC,Onatchiway,,,304,48.8942,-71.0317,7,1
CWXH,CAN,BC,Holberg,,,568,50.6333,-128.1167,7,1
CWXI,CAN,NF,Ferolle Point,,,6,51.0167,-57.1,7,1
CWXL,CAN,AB,Bow Island,,,817,49.7342,-111.4503,7,1
CWXM,CAN,BC,Helmcken Island,,,19,50.4,-125.8667,7,1
CWXO,CAN,NS,Rowan Gorilla III,,,44,43.8833,-60.55,7,1
CWXR,CAN,NU,Croker River,,,69,69.2756,-119.2189,7,1
CWYH,CAN,NT,Rae Lakes,,,223,64.1117,-117.3278,7,1
CWYJ,CAN,BC,Victoria,University Campbell Station,,60,48.457,-123.3046,7,1
CWYK,CAN,NF,Cape Kiglapait,,,834,57.1358,-61.4756,7,1
CWYL,CAN,BC,Yoho Park,,,1615,51.4428,-116.3444,7,1
CWYM,CAN,NU,Cape Mercy,,,583,64.9578,-63.5778,7,1
CWYY,CAN,BC,Osoyoos,,,283,49.0283,-119.4411,7,1
CWZA,CAN,BC,Agassiz,,,19,49.2431,-121.7603,7,1
CWZB,CAN,NF,Port Aux Basques,,,40,47.5739,-59.1547,7,1
CWZD,CAN,BC,Scudder Point,,,5,52.45,-131.2333,8,1
CWZG,CAN,AB,Banff,,,1397,51.1934,-115.5522,7,1
CWZK,CAN,BC,Hoskins Islet,,,8,52.5333,-131.55,8,1
CWZL,CAN,BC,Cumshewa Island,,,17,53.0333,-131.6,7,1
CWZM,CAN,BC,Boat Bluff,,,11,52.6431,-128.5242,7,1
CWZN,CAN,NF,Sagona Island,,,60,47.3678,-55.7947,7,1
CWZO,CAN,BC,Kelp Reefs,,,0,48.5478,-123.2356,7,1
CWZQ,CAN,NS,Grand Etang,,,13,46.55,-61.05,7,1
CWZR,CAN,YT,Margaret Lake,,,568,68.8006,-140.8475,8,1
CWZS,CAN,QC,Amqui,,,166,48.4719,-67.4347,7,1
CWZV,CAN,BC,Cape St James,,,92,51.9358,-131.0164,7,1
CWZW,CAN,YT,Teslin,,,705,60.1667,-132.7333,7,1
CWZZ,CAN,NF,Saglek,Bay,,501,58.3333,-62.5856,7,1
CXAF,CAN,AB,Abee,,,664,54.2833,-112.9667,8,1
CXAG,CAN,AB,Andrew,,,625,53.9169,-112.2792,8,1
CXAJ,CAN,AB,Atmore,,,574,54.7817,-112.825,8,1
CXAK,CAN,AB,Stettler,,,795,52.3469,-112.5956,8,1
CXAT,CAN,NU,Arctic Bay,Airfield,,10,72.9928,-85.0122,8,1
CXBA,CAN,AB,Bodo,,,687,52.1242,-110.1014,8,1
CXBI,CAN,ON,Barrie-Oro,,,289,44.4833,-79.55,8,1
CXBK,CAN,SK,Bratts Lake,Climate,,580,50.2003,-104.7106,7,1
CXBO,CAN,QC,Beauport,,,10,46.8369,-71.1972,7,1
CXBP,CAN,PE,Confederation Bridg,,,54,46.2333,-63.7333,7,1
CXBQ,CAN,MB,Tadoule Lake,,,262,58.7158,-98.5017,8,1
CXBR,CAN,AB,Brocket,,,1073,49.6167,-113.8167,8,1
CXBW,CAN,AB,Barnwell,,,824,49.8,-112.3,8,1
CXCA,CAN,ON,Cameron Falls,,,233,49.1539,-88.3447,7,1
CXCD,CAN,AB,Cleardale,,,630,56.3144,-119.745,8,1
CXCH,CAN,NS,Cheticamp,,,44,46.645,-60.9472,7,1
CXCK,CAN,YT,Carmacks,,,543,62.115,-136.192,7,1
CXCM,CAN,NT,Cambridge Bay,Cambridge Bay GSN,,19,69.1081,-105.1383,8,1
CXCP,CAN,AB,Champion,,,1006,50.2819,-113.3503,8,1
CXCS,CAN,AB,Consort,,,772,51.9369,-110.7131,8,1
CXCY,CAN,ON,Cyprus Lake,,,190,45.2333,-81.5333,8,1
CXDB,CAN,AB,Del Bonita,,,1310,49.05,-112.8167,8,1
CXDE,CAN,NT,Deline,,,213,65.2086,-123.4334,7,1
CXDI,CAN,ON,Delhi,,,232,42.8667,-80.55,7,1
CXDK,CAN,NT,Deadmen Valley,,,283,61.2567,-124.4683,8,1
CXDP,CAN,AB,Dapp,,,614,54.3167,-113.95,8,1
CXDW,CAN,MB,Deerwood,,,341,49.3998,-98.3193,7,1
CXEA,CAN,ON,Ear Falls,,,363,50.6306,-93.2214,7,1
CXET,CAN,ON,Egbert,,,251,44.2333,-79.7833,7,1
CXFA,CAN,BC,Fanny Island,,,8,50.4535,-125.9916,8,1
CXFM,CAN,AB,Foremost,,,881,49.4833,-111.4861,8,1
CXFR,CAN,AB,Fairview,,,655,56.0814,-118.4394,8,1
CXFV,CAN,AB,Fort Vermillion,,,289,58.3823,-116.0402,8,1
CXGH,CAN,MB,Gimli,Harbour CS,,217,50.6311,-96.9822,7,1
CXGM,CAN,NB,Grand Manan,,,78,44.7121,-66.8019,8,1
CXHA,CAN,ON,Harrow,,,191,42.0333,-82.9,8,1
CXHD,CAN,AB,Holden,,,688,53.185,-112.2461,8,1
CXHF,CAN,QC,High Falls,,,195,45.8394,-75.6481,7,1
CXHM,CAN,ON,Hamilton,,,102,43.2917,-79.9083,7,1
CXHP,CAN,AB,High Prairie,,,602,55.3958,-116.4794,8,1
CXHR,CAN,AB,Hussar,,,971,51.1833,-112.5,8,1
CXIB,CAN,NS,Ingonish Beach,,,8,46.6667,-60.4,8,1
CXJM,CAN,NT,Jean Marie,,,227,61.35,-120.7833,8,1
CXKA,CAN,ON,Kapuskasing,,,218,49.4064,-82.4436,8,1
CXKE,CAN,ON,Kemptville,,,99,45,-75.6333,8,1
CXKM,CAN,AB,Killam,,,675,52.8475,-111.8719,8,1
CXKT,CAN,NS,Kentville,,,49,45.0667,-64.4833,7,1
CXLB,CAN,NS,Lunenberg,,,4,44.36,-64.2961,8,1
CXLC,CAN,NT,Lower Carp Lake,,,373,63.6028,-113.8625,7,1
CXLL,CAN,NT,Lindburg Landing,,,183,61.125,-122.8511,7,1
CXLT,CAN,QC,La Terriere,,,163,48.3072,-71.1292,8,1
CXLU,CAN,NT,Lutselk'e,,,179,62.4156,-110.6903,7,1
CXMD,CAN,MB,Morden,,,298,49.1876,-98.0839,7,1
CXMG,CAN,AB,Manning,,,457,56.9739,-117.4508,8,1
CXMI,CAN,NS,Mcnabs Island,,,15,44.6,-63.5333,7,1
CXMN,CAN,AB,Mansinasin,,,948,49.1367,-111.6517,8,1
CXMO,CAN,AB,Morrin,,,836,51.6603,-112.675,8,1
CXMP,CAN,PE,Maple Plains,,,46,46.3028,-63.5756,8,1
CXMY,CAN,NS,Malay Falls,,,40,44.9833,-62.4833,7,1
CXND,CAN,AB,Nordegg,,,1362,52.4667,-116.0833,8,1
CXNM,CAN,NS,North Mountain,,,439,46.8169,-60.6722,7,1
CXNP,CAN,NS,Nappan,,,20,45.7596,-64.2414,8,1
CXOA,CAN,ON,Ottawa,,,79,45.3833,-75.7167,8,1
